feature,var_event1,var_event0,min_var,flagged,note
ins_medicare,0.2309431683182896,0.24980052890838028,0.2309431683182896,False,
MED_propofol,0.23691568473150415,0.23215682363641307,0.23215682363641307,False,
gender_male,0.24835114886001855,0.24590066769654453,0.24590066769654453,False,
LAB_Alb_max,691079427.51126,0.40138377632494754,0.40138377632494754,False,
LAB_Alb_mean,691079490.6245494,0.4037426779657763,0.4037426779657763,False,
LAB_Alb_min,691079553.1714491,0.4238202894433865,0.4238202894433865,False,
LAB_Cr_min,2.095353806141015,1.6351023540948981,1.6351023540948981,False,
VITAL_GCS_max,20.567705872027865,5.014433536396369,5.014433536396369,False,
LAB_Hgb_min,5.994290076725852,5.092135463874941,5.092135463874941,False,
VITAL_GCS_mean,19.93775010109298,8.927130444683357,8.927130444683357,False,
LAB_Bili_min,220943836.67404574,9.718689073440864,9.718689073440864,False,
VITAL_RR_min,36.38672865027474,17.486485806686442,17.486485806686442,False,
LAB_Na_min,41.738756780749505,22.79557050246291,22.79557050246291,False,
VITAL_GCS_min,22.966847337794643,24.058487423551107,22.966847337794643,False,
VITAL_RR_mean,24.107638504502052,1399180.2940685032,24.107638504502052,False,
VITAL_SpO2_min,199.40964959728623,32.42795030450716,32.42795030450716,False,
VITAL_RR_std,48.948726733937775,36422214.08086567,48.948726733937775,False,
LAB_WBC_min,157203638.11470923,54.456434761873055,54.456434761873055,False,
VITAL_HR_std,56.621443951126494,203.9341817002758,56.621443951126494,False,
LAB_HCO3_min,57.56405355076961,17764628.19297957,57.56405355076961,False,
VITAL_Temp_std,2668.4537079119705,68.47427730462522,68.47427730462522,False,
VITAL_SpO2_mean,91.64558528704741,2676520.14855629,91.64558528704741,False,
VITAL_DBP_min,206.4087857287907,90717.40167102986,206.4087857287907,False,
VITAL_HR_min,584.9104062033205,216.67537111588058,216.67537111588058,False,
age,240.11846911636113,294.5781481133555,240.11846911636113,False,
VITAL_HR_mean,340.82876842108243,244.43512790253536,244.43512790253536,False,
VITAL_Temp_mean,806.5681655796573,251.5732796701428,251.5732796701428,False,
LAB_BUN_min,674.24771600645,304.78352831546135,304.78352831546135,False,
VITAL_SBP_min,469.0738075467396,310.2775926877602,310.2775926877602,False,
VITAL_Temp_min,531.7718220734084,313.02698035666305,313.02698035666305,False,
VITAL_MAP_min,386.7945923606829,9209.403656687675,386.7945923606829,False,
VITAL_Temp_max,15392.893103961886,469.2357674529691,469.2357674529691,False,
VITAL_HR_max,651.6216147332817,3962.7140398428132,651.6216147332817,False,
VITAL_RR_max,1483.3517373159293,944921990.7271285,1483.3517373159293,False,
VITAL_SpO2_std,1776.487337542386,66993910.53276496,1776.487337542386,False,
VITAL_SBP_mean,3019.4146951672983,10695.10936781006,3019.4146951672983,False,
VITAL_DBP_mean,3927.507052450835,96437.95146978884,3927.507052450835,False,
LAB_Gluc_min,4043.9361181557415,35704563.70404225,4043.9361181557415,False,
VITAL_SBP_std,8223.331752798738,469928.01106178475,8223.331752798738,False,
VITAL_MAP_mean,12601.24642997337,2270745.166653577,12601.24642997337,False,
VITAL_SBP_max,24606.46413897287,20482130.065686334,24606.46413897287,False,
VITAL_SpO2_max,42237.07193914049,1672835531.4088523,42237.07193914049,False,
VITAL_DBP_std,73364.13899085474,91467.46998562872,73364.13899085474,False,
VITAL_MAP_std,231937.6628198134,56995401.33278556,231937.6628198134,False,
urine_total_ml,1804402.2313818347,1449718.1447309954,1449718.1447309954,False,
VITAL_DBP_max,1500843.4642430982,1889290.788378728,1500843.4642430982,False,
VITAL_MAP_max,4452964.321118417,1423711728.188072,4452964.321118417,False,
LAB_Bili_mean,245461226.83477706,4866216.32428957,4866216.32428957,False,
LAB_Cr_mean,46556380.59135322,19005004.422260303,19005004.422260303,False,
LAB_Na_mean,19464024.49176799,19489385.63045191,19464024.49176799,False,
LAB_HCO3_mean,29221656.09140467,40089100.332903445,29221656.09140467,False,
LAB_Lactate_min,200640479.4913065,33155228.538191006,33155228.538191006,False,
LAB_Plt_min,157140513.22009555,35765152.68313886,35765152.68313886,False,
LAB_BUN_mean,81226754.81213999,36199883.45577061,36199883.45577061,False,
LAB_Hgb_mean,43352318.95510011,39652158.06060632,39652158.06060632,False,
LAB_Bili_max,441789684.2510893,43796046.3445913,43796046.3445913,False,
LAB_WBC_mean,173294154.10184902,49219919.90649727,49219919.90649727,False,
LAB_Bili_std,167415908.76308,50132654.25511633,50132654.25511633,False,
LAB_Lactate_std,53475407.89645964,186324016.12787947,53475407.89645964,False,
LAB_Plt_mean,195540499.72374332,64673852.66196723,64673852.66196723,False,
LAB_Gluc_mean,98518159.31794089,73811502.38271527,73811502.38271527,False,
LAB_Lactate_mean,208649447.3223496,74774272.65213373,74774272.65213373,False,
LAB_Cr_std,219564121.71831816,78206091.39944679,78206091.39944679,False,
LAB_Na_std,99455754.28577249,81174420.27603084,81174420.27603084,False,
LAB_HCO3_std,150722000.3480532,84069793.9612921,84069793.9612921,False,
LAB_WBC_std,102637347.86160316,219485996.882496,102637347.86160316,False,
LAB_PaO2_std,109507749.16113445,133803754.26146741,109507749.16113445,False,
LAB_PaCO2_std,109530251.27939706,133886278.6377141,109530251.27939706,False,
LAB_Na_max,311438567.98336726,124336617.18620256,124336617.18620256,False,
LAB_pH_min,248566608.10826063,128797440.70647818,128797440.70647818,False,
LAB_PaO2_min,248956346.8678116,129658271.08388577,129658271.08388577,False,
LAB_PaCO2_min,248985870.18324414,129680643.24594557,129680643.24594557,False,
LAB_Plt_std,248943860.63918516,135609499.8541762,135609499.8541762,False,
LAB_pH_std,190878695.82056773,136936581.29973754,136936581.29973754,False,
LAB_Cr_max,623631855.4332573,142165956.89425775,142165956.89425775,False,
LAB_pH_mean,291638103.91683555,155640442.72046304,155640442.72046304,False,
LAB_PaO2_mean,276550369.98351794,156859779.56415758,156859779.56415758,False,
LAB_PaCO2_mean,276606738.58200634,156897513.37261936,156897513.37261936,False,
LAB_HCO3_max,467554677.146277,159857947.75804037,159857947.75804037,False,
LAB_Hgb_std,229829516.3413558,165023324.48849905,165023324.48849905,False,
LAB_BUN_std,354863169.8844178,168711973.43984938,168711973.43984938,False,
LAB_Gluc_std,406246818.3883531,192394846.91228437,192394846.91228437,False,
LAB_Plt_max,941984107.8920497,303841361.8850823,303841361.8850823,False,
LAB_Gluc_max,1091981819.0154498,321223838.03751546,321223838.03751546,False,
LAB_BUN_max,935670278.0114975,355449948.73031485,355449948.73031485,False,
LAB_Hgb_max,628026954.6856923,375453277.15138215,375453277.15138215,False,
LAB_WBC_max,471459171.7288714,393520849.82897496,393520849.82897496,False,
LAB_Lactate_max,401198839.8297416,463972274.06197983,401198839.8297416,False,
LAB_PaO2_max,497705036.5787125,647781258.2446408,497705036.5787125,False,
LAB_PaCO2_max,497836966.02321666,648054767.5695655,497836966.02321666,False,
LAB_pH_max,745328855.3571957,686536089.5804002,686536089.5804002,False,
